ID,earthquake,pga_(g),CorrosionLvl_Long,CorrosionLvl_Trans,First_Period_s,Steel_Strain,Conf_Conc_Strain,Unc_Conc_srain,Fy_ksi,fyt_ksi,Ast_in2,st_in,Dprime_in,PCol_kip,DCol_in,barAreaSec_in2,fc_ksi,LimitState_ConcreteCoverCrushing,ConfinementSteelYielding,LongitudinlSteelBuckling,"Effective period, Teff",Force,MaxDisplacement at MaxForce,SD_at_Teff,SD_Teff_xi,rhol,rhov,ALR,height_of_col,long_bar_diameter,ServciabilitySteel,ServiciabilityConcrete,DamageControlSteel,DamageControlConcrete,UltimateSteel,Ductility
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,20,0,0.690482251,0.00130091,0.00115085,0.00130493,51,60,0.306796158,2.5,43.6875,1357.1712,48,0.481056375,7.020110894,0.004,0.016989213,0.056956481,0.882513141,121.921,0.684482,1.594874969,1.594874969,0.01,0.01,0.15,192,0.782623792,0,0,0,0,0,0.635471623
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,5,0,0.681793659,0.00132,0.00116614,0.00132412,57.75,60,0.306796158,2.5,43.6875,1357.1712,48,0.571254445,7.020110894,0.004,0.016974259,0.056956481,0.870339075,128.945,0.704081,1.571744243,1.571744243,0.01,0.01,0.15,192,0.852844505,0,0,0,0,0,0.569182574
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,10,0,0.684652337,0.00131376,0.00116113,0.00131785,55.5,60,0.306796158,2.5,43.6875,1357.1712,48,0.541188422,7.020110894,0.004,0.016979244,0.056956481,0.874485365,126.583,0.697785,1.579622194,1.579622194,0.01,0.01,0.15,192,0.830097886,0,0,0,0,0,0.589781189
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,0,0,0.678971378,0.00132609,0.00117104,0.00133024,60,60,0.306796158,2.5,43.6875,1357.1712,48,0.601320469,7.020110894,0.004,0.016969275,0.056956481,0.866113792,131.325,0.710131,1.563716205,1.563716205,0.01,0.01,0.15,192,0.875,0,0,0,0,0,0.549855077
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,15,0,0.687548246,0.00130739,0.00115602,0.00131145,53.25,60,0.306796158,2.5,43.6875,1357.1712,48,0.511122399,7.020110894,0.004,0.016984228,0.056956481,0.878545406,124.241,0.691249,1.587336271,1.587336271,0.01,0.01,0.15,192,0.80671014,0,0,0,0,0,0.61181299
0,RSN620_WHITTIER.A_A-GLP177.AT2.g3,0.3043283,10,0,0.684652337,0.0024497,0.00158048,0.00184083,55.5,60,0.306796158,2.5,43.6875,1357.1712,48,0.541188422,7.020110894,0.004,0.016979244,0.056956481,0.991161031,161.21,1.14162,1.864615298,1.864615298,0.01,0.01,0.15,192,0.830097886,0,0,0,0,0,0.964918995
0,RSN598_WHITTIER.A_A-TUJ262.AT2.g3,0.1278607,0,0,0.678971378,0.000905385,0.00081357,0.000893315,60,60,0.306796158,2.5,43.6875,1357.1712,48,0.601320469,7.020110894,0.004,0.016969275,0.056956481,0.748699513,-93.8405,-0.379181,0.913803747,0.913803747,0.01,0.01,0.15,192,0.875,0,0,0,0,0,0.293600192
0,RSN620_WHITTIER.A_A-GLP177.AT2.g3,0.3043283,20,0,0.690482251,0.00237514,0.00154329,0.00179644,51,60,0.306796158,2.5,43.6875,1357.1712,48,0.481056375,7.020110894,0.004,0.016989213,0.056956481,1.005916031,151.248,1.1032,1.83342687,1.502355657,0.01,0.01,0.15,192,0.782623792,0,0,0,0,0,1.024208517
0,RSN598_WHITTIER.A_A-TUJ262.AT2.g3,0.1278607,10,0,0.684652337,0.000908178,0.000817383,0.000897123,55.5,60,0.306796158,2.5,43.6875,1357.1712,48,0.541188422,7.020110894,0.004,0.016979244,0.056956481,0.754504881,-92.1254,-0.378046,0.916822538,0.916822538,0.01,0.01,0.15,192,0.830097886,0,0,0,0,0,0.319531689
0,RSN620_WHITTIER.A_A-GLP177.AT2.g3,0.3043283,0,0,0.678971378,0.00251415,0.00161656,0.00188342,60,60,0.306796158,2.5,43.6875,1357.1712,48,0.601320469,7.020110894,0.004,0.016969275,0.056956481,0.975433381,171.453,1.17593,1.911955522,1.911955522,0.01,0.01,0.15,192,0.875,0,0,0,0,0,0.910523666
