ID,earthquake,pga_(g),CorrosionLvl_Long,CorrosionLvl_Trans,First_Period_s,Steel_Strain,Conf_Conc_Strain,Unc_Conc_srain,Fy_ksi,fyt_ksi,Ast_in2,st_in,Dprime_in,PCol_kip,DCol_in,barAreaSec_in2,fc_ksi,LimitState_ConcreteCoverCrushing,ConfinementSteelYielding,LongitudinlSteelBuckling,"Effective period, Teff",Force,MaxDisplacement at MaxForce,SD_at_Teff,SD_Teff_xi,rhol,rhov,ALR,height_of_col,long_bar_diameter,ServciabilitySteel,ServiciabilityConcrete,DamageControlSteel,DamageControlConcrete,UltimateSteel,Ductility
0,RSN598_WHITTIER.A_A-TUJ262.AT2.g3,0.1278607,0,0,0.549096165,0.000695513,0.000615665,0.000685611,60,60,0.306796158,2.5,43.6875,904.7786842,48,0.601320469,7.020110894,0.004,0.016969275,0.053395259,0.644657663,-73.1358,-0.328641,0.891253693,0.891253693,0.01,0.01,0.1,192,0.875,0,0,0,0,0,0.254467024
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,0,0,0.549096165,0.001697,0.00106496,0.00124339,60,60,0.306796158,2.5,43.6875,904.7786842,48,0.601320469,7.020110894,0.004,0.016969275,0.053395259,0.776886635,121.057,0.790021,1.513545763,1.513545763,0.01,0.01,0.1,192,0.875,0,0,0,0,0,0.611713977
0,RSN598_WHITTIER.A_A-TUJ262.AT2.g3,0.1278607,15,0,0.555807283,0.000722625,0.000628607,0.000700811,53.25,60,0.306796158,2.5,43.6875,904.7786842,48,0.511122399,7.020110894,0.004,0.016984228,0.053395259,0.663609868,-72.9654,-0.347437,0.890495605,0.890495605,0.01,0.01,0.1,192,0.80671014,0,0,0,0,0,0.307510709
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,15,0,0.555807283,0.00175466,0.00107313,0.00125581,53.25,60,0.306796158,2.5,43.6875,904.7786842,48,0.511122399,7.020110894,0.004,0.016984228,0.053395259,0.803975816,115.189,0.805064,1.445654051,1.445654051,0.01,0.01,0.1,192,0.80671014,0,0,0,0,0,0.712548753
0,RSN598_WHITTIER.A_A-TUJ262.AT2.g3,0.1278607,20,0,0.558100439,0.000731302,0.000631854,0.000704581,51,60,0.306796158,2.5,43.6875,904.7786842,48,0.481056375,7.020110894,0.004,0.016989213,0.053395259,0.670067245,-72.8001,-0.353429,0.89023731,0.89023731,0.01,0.01,0.1,192,0.782623792,0,0,0,0,0,0.328122727
0,RSN620_WHITTIER.A_A-GLP177.AT2.g3,0.3043283,15,0,0.555807283,0.00365048,0.00157429,0.00191182,53.25,60,0.306796158,2.5,43.6875,904.7786842,48,0.511122399,7.020110894,0.004,0.016984228,0.053395259,0.965287966,143.371,1.44447,1.942493222,1.377621775,0.01,0.01,0.1,192,0.80671014,0,0,0,0,0,1.278476367
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,5,0,0.55130575,0.00171666,0.0010683,0.00124822,57.75,60,0.306796158,2.5,43.6875,904.7786842,48,0.571254445,7.020110894,0.004,0.016974259,0.053395259,0.785489017,119.242,0.795505,1.487308498,1.487308498,0.01,0.01,0.1,192,0.852844505,0,0,0,0,0,0.643090189
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,10,0,0.553542591,0.001736,0.0010711,0.00125245,55.5,60,0.306796158,2.5,43.6875,904.7786842,48,0.541188422,7.020110894,0.004,0.016979244,0.053395259,0.794472254,117.299,0.800544,1.459909626,1.459909626,0.01,0.01,0.1,192,0.830097886,0,0,0,0,0,0.676635055
0,RSN598_WHITTIER.A_A-TUJ262.AT2.g3,0.1278607,10,0,0.553542591,0.000713734,0.000624858,0.000696425,55.5,60,0.306796158,2.5,43.6875,904.7786842,48,0.541188422,7.020110894,0.004,0.016979244,0.053395259,0.657217582,-73.074,-0.341283,0.890751297,0.890751297,0.01,0.01,0.1,192,0.830097886,0,0,0,0,0,0.2884589
0,RSN620_WHITTIER.A_A-GLP177.AT2.g3,0.3043283,5,0,0.55130575,0.00379698,0.0016435,0.00199497,57.75,60,0.306796158,2.5,43.6875,904.7786842,48,0.571254445,7.020110894,0.004,0.016974259,0.053395259,0.946218355,156.288,1.51301,1.999892751,1.451924779,0.01,0.01,0.1,192,0.852844505,0,0,0,0,0,1.223124791
0,RSN695_WHITTIER.A_A-RO3000.AT2.g3,0.2041525,5,0,0.55130575,0.0012884,0.000861249,0.000990113,57.75,60,0.306796158,2.5,43.6875,904.7786842,48,0.571254445,7.020110894,0.004,0.016974259,0.053395259,0.749636351,-103.598,-0.629486,1.492586328,1.492586328,0.01,0.01,0.1,192,0.852844505,0,0,0,0,0,0.508879606
0,RSN620_WHITTIER.A_A-GLP177.AT2.g3,0.3043283,0,0,0.549096165,0.00385325,0.0016754,0.00203256,60,60,0.306796158,2.5,43.6875,904.7786842,48,0.601320469,7.020110894,0.004,0.016969275,0.053395259,0.935603722,162.95,1.54231,2.031842797,1.495297259,0.01,0.01,0.1,192,0.875,0,0,0,0,0,1.194212032
0,RSN599_WHITTIER.A_A-FLO020.AT2.g3,0.1154556,20,0,0.558100439,0.00177343,0.00107421,0.00125818,51,60,0.306796158,2.5,43.6875,904.7786842,48,0.481056375,7.020110894,0.004,0.016989213,0.053395259,0.814116683,112.887,0.809004,1.464921698,1.464921698,0.01,0.01,0.1,192,0.782623792,0,0,0,0,0,0.751077581
