ID,earthquake,pga_(g),cover_cm,water_cement_ratio,time_yrs,CorrosionLvl_Long,CorrosionLvl_Transv,First_Period_s,Steel_Strain,Conf_Conc_Strain,Unc_Conc_srain,Fy_ksi,fyt_ksi,Ast_in2,st_in,Dprime_in,PCol_kip,DCol_in,barAreaSec_in2,fc_ksi,LimitState_ConcreteCoverCrushing,ConfinementSteelYielding,LongitudinlSteelBuckling,"Effective period, Teff",Force,MaxDisplacement at MaxForce,SD_at_Teff,rhol,rhov,height_of_column
0,1003.0_3716.0_01.g3,0.4637401802437854,4.0,0.4,5.0,1.4228075231393689,1.9890760554162723,0.5483584989038987,0.00470942,0.00169406,0.0020578,58.207262520844395,57.493764170175496,0.3006940734171606,2.5,44.537892,904.7786842338605,48.0,0.5927654761683755,6.880140339244056,0.004,0.016633647555315045,0.052258479136608804,0.6439282880219983,-180.662,-3.25713,6.792177296098993,0.01,0.01,192.0
0,1003.0_3716.0_01.g3,0.4637401802437854,4.0,0.4,5.0,1.2455140977818857,1.6589509724894147,0.6685156894479165,0.00301525,0.00150578,0.00171994,58.43065223679483,57.90972177466334,0.43445791523608523,2.5,68.475392,2035.7520395261859,72.0,0.7756167562140311,6.791265133151416,0.004,0.016730709486742806,0.05155247343475481,0.44270739198451026,-400.091,-3.40946,4.781539864146359,0.01,0.01,288.0
0,1003.0_3716.0_01.g3,0.4637401802437854,4.0,0.4,5.0,1.2455140977818857,1.6589509724894147,0.7477541521164793,0.00437342,0.00184987,0.00212169,58.43065223679483,57.90972177466334,0.43445791523608523,2.0,86.475392,3180.862561759666,90.0,0.7756167562140311,6.775107662375874,0.004,0.0167512833601922,0.05142543992064752,0.3411441471489517,587.129,2.971,2.8056325081535824,0.01,0.01,360.0
0,1024.0_3722.0_01.g3,0.1591893,4.0,0.4,5.0,1.4228075231393689,1.9890760554162723,0.5483584989038987,0.00309929,0.00148778,0.00174728,58.207262520844395,57.493764170175496,0.3006940734171606,2.5,44.537892,904.7786842338605,48.0,0.5927654761683755,6.880140339244056,0.004,0.016633647555315045,0.052258479136608804,0.43842588640212166,151.024,1.26221,1.6901430244386406,0.01,0.01,192.0
0,1024.0_3722.0_01.g3,0.1591893,4.0,0.4,5.0,1.2455140977818857,1.6589509724894147,0.6685156894479165,0.00314989,0.00154252,0.00176479,58.43065223679483,57.90972177466334,0.43445791523608523,2.5,68.475392,2035.7520395261859,72.0,0.7756167562140311,6.791265133151416,0.004,0.016730709486742806,0.05155247343475481,0.3496743336303545,350.321,1.86246,1.1772791122900332,0.01,0.01,288.0
0,1024.0_3722.0_01.g3,0.1591893,4.0,0.4,5.0,1.2455140977818857,1.6589509724894147,0.7477541521164793,0.00227225,0.00129418,0.00144996,58.43065223679483,57.90972177466334,0.43445791523608523,2.0,86.475392,3180.862561759666,90.0,0.7756167562140311,6.775107662375874,0.004,0.0167512833601922,0.05142543992064752,0.2871013301316875,491.28,1.76073,0.7462663338280668,0.01,0.01,360.0
0,1086.0_3767.0_01.g3,0.6012272480120053,4.0,0.4,5.0,1.4228075231393689,1.9890760554162723,0.5483584989038987,0.0202042,0.00365717,0.00501261,58.207262520844395,57.493764170175496,0.3006940734171606,2.5,44.537892,904.7786842338605,48.0,0.5927654761683755,6.880140339244056,0.004,0.016633647555315045,0.052258479136608804,1.1270890304168122,-194.062,-10.7189,13.893538166278088,0.01,0.01,192.0
0,1086.0_3767.0_01.g3,0.6012272480120053,4.0,0.4,5.0,1.2455140977818857,1.6589509724894147,0.6685156894479165,0.0156115,0.00313664,0.0040247,58.43065223679483,57.90972177466334,0.43445791523608523,2.5,68.475392,2035.7520395261859,72.0,0.7756167562140311,6.791265133151416,0.004,0.016730709486742806,0.05155247343475481,0.7551104466158677,-441.188,-10.938,14.558391578606932,0.01,0.01,288.0
0,1086.0_3767.0_01.g3,0.6012272480120053,4.0,0.4,5.0,1.2455140977818857,1.6589509724894147,0.7477541521164793,0.0139787,0.00297107,0.0037114,58.43065223679483,57.90972177466334,0.43445791523608523,2.0,86.475392,3180.862561759666,90.0,0.7756167562140311,6.775107662375874,0.004,0.0167512833601922,0.05142543992064752,0.6168404161478127,-682.268,-11.2874,10.803454433115144,0.01,0.01,360.0
0,1206.0_2712.0_01.g3,0.09953255,4.0,0.4,5.0,1.4228075231393689,1.9890760554162723,0.5483584989038987,0.00692363,0.00209042,0.00260246,58.207262520844395,57.493764170175496,0.3006940734171606,2.5,44.537892,904.7786842338605,48.0,0.5927654761683755,6.880140339244056,0.004,0.016633647555315045,0.052258479136608804,0.5926534629223269,-177.008,-2.70326,2.4082752368582385,0.01,0.01,192.0
