earthquake,pga_(g),cover_cm,water_cement_ratio,time_yrs,CorrosionLvl_Long,CorrosionLvl_Transv,First_Period_s,Steel_Strain,Conf_Conc_Strain,Unc_Conc_srain,Fy_ksi,fyt_ksi,Ast_in2,st_in,Dprime_in,PCol_kip,DCol_in,barAreaSec_in2,fc_ksi,LimitState_ConcreteCoverCrushing,ConfinementSteelYielding,LongitudinlSteelBuckling,"Effective period, Teff",Force,MaxDisplacement at MaxForce
RSN645_WHITTIER.A_A-OR2010.AT2.g3,0.2282467,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0180605,0.00318585,0.00506217,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.49094888,45.7828,4.42508
RSN649_WHITTIER.A_A-BRC000.AT2.g3,0.1740615,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00214868,0.00119707,0.00149254,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.562500103,-42.386,-0.583124
RSN649_WHITTIER.A_A-BRC000.AT2.g3,0.1740615,4,0.4,25,5.971173759,12.099405,0.363172583,0.00216691,0.00115311,0.00144631,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.573963101,-39.9947,-0.57288
RSN649_WHITTIER.A_A-BRC000.AT2.g3,0.1740615,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00214896,0.00109855,0.00138534,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.582369797,-38.1187,-0.56212
RSN649_WHITTIER.A_A-BRC000.AT2.g3,0.1740615,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00209192,0.00103977,0.00131634,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.585441967,-37.3627,-0.5568
RSN650_WHITTIER.A_A-RIM015.AT2.g3,0.1426874,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00243557,0.00127422,0.00160184,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.570069171,43.586,0.615879
RSN650_WHITTIER.A_A-RIM015.AT2.g3,0.1426874,4,0.4,25,5.971173759,12.099405,0.363172583,0.00243935,0.00121568,0.00153846,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.580876755,-41.5446,-0.609503
RSN650_WHITTIER.A_A-RIM015.AT2.g3,0.1426874,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00244643,0.00115937,0.0014778,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.59087081,-39.6938,-0.602561
RSN650_WHITTIER.A_A-RIM015.AT2.g3,0.1426874,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00245158,0.0011132,0.00142802,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.596962085,-37.9566,-0.588131
RSN652_WHITTIER.A_A-DEL000.AT2.g3,0.2954424,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0216743,0.00479301,0.0071304,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.25624055,55.8794,3.83434
RSN652_WHITTIER.A_A-DEL000.AT2.g3,0.2954424,4,0.4,25,5.971173759,12.099405,0.363172583,0.0208565,0.00435175,0.00657795,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.302177074,52.1722,3.84656
RSN652_WHITTIER.A_A-DEL000.AT2.g3,0.2954424,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0188023,0.00357667,0.00555302,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.344567466,48.7148,3.8293
RSN652_WHITTIER.A_A-DEL000.AT2.g3,0.2954424,4,0.4,75,13.06475663,25.50419091,0.349324954,0.015553,0.00270166,0.00431377,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.376323143,45.4724,3.74526
RSN661_WHITTIER.A_A-ANG000.AT2.g3,0.09590973,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00308103,0.00144115,0.00184051,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.604244434,46.506,0.738291
RSN661_WHITTIER.A_A-ANG000.AT2.g3,0.09590973,4,0.4,25,5.971173759,12.099405,0.363172583,0.0032181,0.00139425,0.00180158,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.623369884,43.9184,0.742047
RSN661_WHITTIER.A_A-ANG000.AT2.g3,0.09590973,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00311501,0.00130423,0.0016945,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.628004262,41.2297,0.707015
RSN661_WHITTIER.A_A-ANG000.AT2.g3,0.09590973,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00188923,0.000980734,0.00123419,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.556270624,35.1325,0.472688
RSN663_WHITTIER.A_A-MTW000.AT2.g3,0.1227207,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00077437,0.000596771,0.000698081,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.478337601,-24.459,-0.243333
RSN663_WHITTIER.A_A-MTW000.AT2.g3,0.1227207,4,0.4,25,5.971173759,12.099405,0.363172583,0.000777761,0.000591052,0.000695665,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.482615626,-25.001,-0.253194
RSN663_WHITTIER.A_A-MTW000.AT2.g3,0.1227207,4,0.4,50,9.829996808,19.46383972,0.356191674,0.000772372,0.00057374,0.000678073,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.485286039,-25.3276,-0.259348
RSN663_WHITTIER.A_A-MTW000.AT2.g3,0.1227207,4,0.4,75,13.06475663,25.50419091,0.349324954,0.000722159,0.000519076,0.000610278,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.478100361,-24.307,-0.241581
RSN665_WHITTIER.A_A-NWH180.AT2.g3,0.04756899,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00054446,0.000465647,0.00052784,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.421828751,-17.3477,-0.134217
RSN665_WHITTIER.A_A-NWH180.AT2.g3,0.04756899,4,0.4,25,5.971173759,12.099405,0.363172583,0.000546389,0.000457182,0.000520396,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.4249514,-17.9233,-0.140731
RSN665_WHITTIER.A_A-NWH180.AT2.g3,0.04756899,4,0.4,50,9.829996808,19.46383972,0.356191674,0.000529576,0.000439849,0.000501821,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.422272641,-17.9328,-0.139036
RSN665_WHITTIER.A_A-NWH180.AT2.g3,0.04756899,4,0.4,75,13.06475663,25.50419091,0.349324954,0.000488706,0.000465888,0.000539694,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.417850541,17.7938,0.135084
RSN667_WHITTIER.A_A-STC090.AT2.g3,0.1516636,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00303216,0.00141556,0.00180835,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.603654421,45.6094,0.722644
RSN667_WHITTIER.A_A-STC090.AT2.g3,0.1516636,4,0.4,25,5.971173759,12.099405,0.363172583,0.00286724,0.00130825,0.001677,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.606085276,-42.5517,-0.679638
RSN667_WHITTIER.A_A-STC090.AT2.g3,0.1516636,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00283716,0.00124201,0.00160225,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.611807856,40.3615,0.656887
RSN667_WHITTIER.A_A-STC090.AT2.g3,0.1516636,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00225881,0.00105568,0.00134839,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.582900811,36.4106,0.537911
RSN671_WHITTIER.A_A-PKC000.AT2.g3,0.1582728,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00310188,0.00146602,0.00186943,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.605270885,46.9048,0.747154
RSN671_WHITTIER.A_A-PKC000.AT2.g3,0.1582728,4,0.4,25,5.971173759,12.099405,0.363172583,0.00316908,0.00141166,0.00181619,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.620130528,44.4917,0.743941
RSN671_WHITTIER.A_A-PKC000.AT2.g3,0.1582728,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00322167,0.00134918,0.00175284,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.633790239,42.1569,0.736297
RSN671_WHITTIER.A_A-PKC000.AT2.g3,0.1582728,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00327201,0.00129555,0.00169892,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.646657948,40.0921,0.728956
RSN672_WHITTIER.A_A-KAG045.AT2.g3,0.1216134,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00394443,0.00164111,0.00213438,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.650085619,48.7197,0.895239
RSN672_WHITTIER.A_A-KAG045.AT2.g3,0.1216134,4,0.4,25,5.971173759,12.099405,0.363172583,0.00383551,0.00152634,0.00199985,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.658075794,45.2451,0.851955
RSN672_WHITTIER.A_A-KAG045.AT2.g3,0.1216134,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0037752,0.00142836,0.0018879,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.667111018,42.374,0.819953
RSN672_WHITTIER.A_A-KAG045.AT2.g3,0.1216134,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00365205,0.00132852,0.00176837,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.670444503,39.8571,0.778977
RSN683_WHITTIER.A_A-OLD000.AT2.g3,0.2368586,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00267294,0.0013247,0.00167774,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.591481951,-44.5953,-0.678368
RSN683_WHITTIER.A_A-OLD000.AT2.g3,0.2368586,4,0.4,25,5.971173759,12.099405,0.363172583,0.00263229,0.00124908,0.00159185,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.595385447,-41.7113,-0.6429
RSN683_WHITTIER.A_A-OLD000.AT2.g3,0.2368586,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00263969,0.00119551,0.0015342,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.599444877,39.7887,0.621658
RSN683_WHITTIER.A_A-OLD000.AT2.g3,0.2368586,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00261089,0.00113954,0.00147075,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.604911852,38.0037,0.604649
RSN690_WHITTIER.A_A-GRN180.AT2.g3,0.2623274,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0125356,0.00281097,0.00416626,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.01117138,-54.051,-2.40296
RSN690_WHITTIER.A_A-GRN180.AT2.g3,0.2623274,4,0.4,25,5.971173759,12.099405,0.363172583,0.0118743,0.00248117,0.00374894,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.022565167,-50.1014,-2.27785
RSN690_WHITTIER.A_A-GRN180.AT2.g3,0.2623274,4,0.4,50,9.829996808,19.46383972,0.356191674,0.011178,0.00219615,0.00337725,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.045683497,46.5941,2.21526
RSN690_WHITTIER.A_A-GRN180.AT2.g3,0.2623274,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0102845,0.00195232,0.00303298,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.072082121,43.9077,2.19427
RSN691_WHITTIER.A_A-SMA270.AT2.g3,0.1383049,4,0.4,5,1.658948118,3.677540555,0.369502395,0.000860049,0.000693518,0.000825712,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.492908412,-27.0297,-0.28554
RSN691_WHITTIER.A_A-SMA270.AT2.g3,0.1383049,4,0.4,25,5.971173759,12.099405,0.363172583,0.000848499,0.000682317,0.000816498,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.495258888,-27.1083,-0.289108
RSN691_WHITTIER.A_A-SMA270.AT2.g3,0.1383049,4,0.4,50,9.829996808,19.46383972,0.356191674,0.000870933,0.000670693,0.000806838,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.497663314,-27.2384,-0.293323
RSN691_WHITTIER.A_A-SMA270.AT2.g3,0.1383049,4,0.4,75,13.06475663,25.50419091,0.349324954,0.000901157,0.000659221,0.000797022,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.499966845,-27.3746,-0.297525
RSN692_WHITTIER.A_A-EJS048.AT2.g3,0.468637,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0169667,0.00418453,0.00605245,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.137553672,55.8155,3.14045
RSN692_WHITTIER.A_A-EJS048.AT2.g3,0.468637,4,0.4,25,5.971173759,12.099405,0.363172583,0.0160112,0.00349793,0.00522083,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.169448047,52.0359,3.09427
RSN692_WHITTIER.A_A-EJS048.AT2.g3,0.468637,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0142754,0.00287824,0.00439311,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.199605819,48.4873,3.03388
RSN692_WHITTIER.A_A-EJS048.AT2.g3,0.468637,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0112337,0.00220581,0.00339269,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.226867392,45.3006,2.96478
RSN694_WHITTIER.A_A-CO2092.AT2.g3,0.2151078,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00397998,0.0016215,0.00211618,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.680486777,-50.8351,-1.02352
RSN694_WHITTIER.A_A-CO2092.AT2.g3,0.2151078,4,0.4,25,5.971173759,12.099405,0.363172583,0.00404705,0.00154154,0.00203508,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.713639921,-47.3885,-1.04936
RSN694_WHITTIER.A_A-CO2092.AT2.g3,0.2151078,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00412815,0.00147429,0.00196905,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.74012824,-44.5006,-1.05992
RSN694_WHITTIER.A_A-CO2092.AT2.g3,0.2151078,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00414772,0.00140936,0.00190012,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.759180262,-41.8354,-1.0484
RSN695_WHITTIER.A_A-RO3000.AT2.g3,0.2041525,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00241297,0.00126412,0.00158885,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.574861137,-43.9022,-0.63082
RSN695_WHITTIER.A_A-RO3000.AT2.g3,0.2041525,4,0.4,25,5.971173759,12.099405,0.363172583,0.00246801,0.00121436,0.00153955,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.599774795,-43.0608,-0.673522
RSN695_WHITTIER.A_A-RO3000.AT2.g3,0.2041525,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00296577,0.0012698,0.00164386,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.617007507,-41.3957,-0.685219
RSN695_WHITTIER.A_A-RO3000.AT2.g3,0.2041525,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00311051,0.00123833,0.00162239,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.636505705,39.2047,0.690615
RSN697_WHITTIER.A_A-GLE180.AT2.g3,0.08969487,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00100052,0.000769317,0.000925615,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.492985781,27.0409,0.285748
RSN697_WHITTIER.A_A-GLE180.AT2.g3,0.08969487,4,0.4,25,5.971173759,12.099405,0.363172583,0.00100438,0.000745057,0.000899554,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.492944904,26.7109,0.282214
RSN697_WHITTIER.A_A-GLE180.AT2.g3,0.08969487,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00100413,0.000719397,0.000871606,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.492191279,26.3888,0.277959
RSN697_WHITTIER.A_A-GLE180.AT2.g3,0.08969487,4,0.4,75,13.06475663,25.50419091,0.349324954,0.000995534,0.000693283,0.000842426,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.490675395,26.0334,0.272529
RSN698_WHITTIER.A_A-SYL000.AT2.g3,0.05689774,4,0.4,5,1.658948118,3.677540555,0.369502395,0.000900572,0.000730939,0.000875022,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.491186328,-26.7007,-0.280097
RSN698_WHITTIER.A_A-SYL000.AT2.g3,0.05689774,4,0.4,25,5.971173759,12.099405,0.363172583,0.000899474,0.000705941,0.000847719,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.495277329,-27.106,-0.289105
RSN698_WHITTIER.A_A-SYL000.AT2.g3,0.05689774,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00105894,0.000739554,0.000898383,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.501587735,-27.863,-0.3048
RSN698_WHITTIER.A_A-SYL000.AT2.g3,0.05689774,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00100544,0.000696735,0.000847058,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.50045652,-27.4408,-0.298829
RSN699_WHITTIER.A_A-SAY045.AT2.g3,0.05831395,4,0.4,5,1.658948118,3.677540555,0.369502395,0.000686855,0.00061734,0.000725215,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.460185501,-21.7969,-0.200703
RSN699_WHITTIER.A_A-SAY045.AT2.g3,0.05831395,4,0.4,25,5.971173759,12.099405,0.363172583,0.000662641,0.000594656,0.000700435,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.457862099,-21.5217,-0.196173
RSN699_WHITTIER.A_A-SAY045.AT2.g3,0.05831395,4,0.4,50,9.829996808,19.46383972,0.356191674,0.000625207,0.000561284,0.000661507,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.451501998,-20.8897,-0.185159
RSN699_WHITTIER.A_A-SAY045.AT2.g3,0.05831395,4,0.4,75,13.06475663,25.50419091,0.349324954,0.000616139,0.000556251,0.000659788,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.452124006,21.1195,0.187712
RSN700_WHITTIER.A_A-TAR000.AT2.g3,0.472,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00290981,0.00120837,0.00155574,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.818399979,-54.3451,-1.58265
RSN700_WHITTIER.A_A-TAR000.AT2.g3,0.472,4,0.4,25,5.971173759,12.099405,0.363172583,0.00286435,0.0011835,0.00154098,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.855954415,-50.4821,-1.60817
RSN700_WHITTIER.A_A-TAR000.AT2.g3,0.472,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00314979,0.00120426,0.00158878,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.892870523,-46.9075,-1.62597
RSN700_WHITTIER.A_A-TAR000.AT2.g3,0.472,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00320721,0.00117341,0.00156027,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.925766633,-43.8698,-1.63479
RSN705_WHITTIER.A_A-SOR225.AT2.g3,0.1403729,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00216322,0.00119813,0.00149498,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.557233783,41.3131,0.557771
RSN705_WHITTIER.A_A-SOR225.AT2.g3,0.1403729,4,0.4,25,5.971173759,12.099405,0.363172583,0.00220828,0.0011576,0.00145485,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.565744414,39.9768,0.556342
RSN705_WHITTIER.A_A-SOR225.AT2.g3,0.1403729,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00219657,0.00110263,0.00139399,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.571360695,38.2202,0.542509
RSN705_WHITTIER.A_A-SOR225.AT2.g3,0.1403729,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00214547,0.0010432,0.0013248,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.574368802,36.3546,0.521476
RSN718_SUPER.A_A-IVW090.AT2.g3,0.1307973,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00178802,0.00105083,0.00130153,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.569503531,-43.21,-0.609355
RSN718_SUPER.A_A-IVW090.AT2.g3,0.1307973,4,0.4,25,5.971173759,12.099405,0.363172583,0.00173675,0.000989049,0.00122977,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.583166866,-41.739,-0.617193
RSN718_SUPER.A_A-IVW090.AT2.g3,0.1307973,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00168365,0.000929841,0.00116064,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.598509186,-40.2115,-0.626304
RSN718_SUPER.A_A-IVW090.AT2.g3,0.1307973,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00164008,0.000881406,0.00110409,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.611374718,-38.7903,-0.630422
RSN942_NORTHR_ALH090.AT2.g3,0.1010469,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00304853,0.00144935,0.00184657,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.615819347,-47.7195,-0.786857
RSN942_NORTHR_ALH090.AT2.g3,0.1010469,4,0.4,25,5.971173759,12.099405,0.363172583,0.00288158,0.00133429,0.0017066,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.622973705,-44.4246,-0.749646
RSN942_NORTHR_ALH090.AT2.g3,0.1010469,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00271295,0.00121744,0.00156202,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.628131076,-41.5097,-0.712104
RSN942_NORTHR_ALH090.AT2.g3,0.1010469,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00259499,0.00112314,0.00144443,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.632210501,-39.1039,-0.679574
RSN948_NORTHR_CAM009.AT2.g3,0.09099271,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00253253,0.00130394,0.00164275,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.575245906,44.1828,0.635702
RSN948_NORTHR_CAM009.AT2.g3,0.09099271,4,0.4,25,5.971173759,12.099405,0.363172583,0.00255486,0.00124536,0.00158097,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.584777573,42.0444,0.625148
