earthquake,pga_(g),cover_cm,water_cement_ratio,time_yrs,CorrosionLvl_Long,CorrosionLvl_Transv,First_Period_s,Steel_Strain,Conf_Conc_Strain,Unc_Conc_srain,Fy_ksi,fyt_ksi,Ast_in2,st_in,Dprime_in,PCol_kip,DCol_in,barAreaSec_in2,fc_ksi,LimitState_ConcreteCoverCrushing,ConfinementSteelYielding,LongitudinlSteelBuckling,"Effective period, Teff",Force,MaxDisplacement at MaxForce
RSN1195_CHICHI_CHY026-E.AT2.g3,0.07767285,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00225548,0.00123238,0.0015404,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.561993729,42.1817,0.579269
RSN1195_CHICHI_CHY026-E.AT2.g3,0.07767285,4,0.4,25,5.971173759,12.099405,0.363172583,0.00235613,0.00120828,0.00152306,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.574592139,40.9764,0.588229
RSN1195_CHICHI_CHY026-E.AT2.g3,0.07767285,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00235711,0.00115397,0.00146404,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.581925375,39.0805,0.575424
RSN1195_CHICHI_CHY026-E.AT2.g3,0.07767285,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00224922,0.00107755,0.00137135,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.581256098,36.9989,0.543522
RSN1197_CHICHI_CHY028-E.AT2.g3,0.6363748,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0315389,0.00819034,0.0116989,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.59279553,-55.9682,-6.17383
RSN1197_CHICHI_CHY028-E.AT2.g3,0.6363748,4,0.4,25,5.971173759,12.099405,0.363172583,0.0281565,0.00706526,0.0101758,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.7420849,-51.5464,-6.8019
RSN1197_CHICHI_CHY028-E.AT2.g3,0.6363748,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0244652,0.00529442,0.00792257,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.883157719,-47.3149,-7.29566
RSN1197_CHICHI_CHY028-E.AT2.g3,0.6363748,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0200369,0.00366849,0.00576197,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,2.009493319,-43.7636,-7.68386
RSN1198_CHICHI_CHY029-E.AT2.g3,0.2890595,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0115547,0.00320986,0.00451375,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.011228472,-54.7221,-2.43307
RSN1198_CHICHI_CHY029-E.AT2.g3,0.2890595,4,0.4,25,5.971173759,12.099405,0.363172583,0.00885531,0.00245129,0.0034498,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.086357369,-51.4519,-2.64022
RSN1198_CHICHI_CHY029-E.AT2.g3,0.2890595,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0101136,0.00238297,0.00348657,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.097121832,-47.8471,-2.50414
RSN1198_CHICHI_CHY029-E.AT2.g3,0.2890595,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00846806,0.00196801,0.00288965,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.132995207,-44.7659,-2.4986
RSN1201_CHICHI_CHY034-N.AT2.g3,0.2995418,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0273732,0.00688621,0.00991174,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.527985515,-55.3797,-5.62189
RSN1201_CHICHI_CHY034-N.AT2.g3,0.2995418,4,0.4,25,5.971173759,12.099405,0.363172583,0.0300284,0.00791014,0.0112553,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.565600716,50.4153,5.37301
RSN1201_CHICHI_CHY034-N.AT2.g3,0.2995418,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0293397,0.00780371,0.0110839,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.641717573,46.4552,5.44408
RSN1201_CHICHI_CHY034-N.AT2.g3,0.2995418,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0240384,0.00484562,0.00739643,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.689444418,-45.3618,-5.62952
RSN1202_CHICHI_CHY035-E.AT2.g3,0.2508237,4,0.4,5,1.658948118,3.677540555,0.369502395,0.031294,0.00854926,0.0120679,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.529645769,-55.5158,-5.64796
RSN1202_CHICHI_CHY035-E.AT2.g3,0.2508237,4,0.4,25,5.971173759,12.099405,0.363172583,0.0327371,0.0089283,0.0126079,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.628960097,51.1393,5.90023
RSN1202_CHICHI_CHY035-E.AT2.g3,0.2508237,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0306347,0.0081883,0.0116168,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.693082436,46.7588,5.82791
RSN1202_CHICHI_CHY035-E.AT2.g3,0.2508237,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00918219,0.00197756,0.00296311,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.107277816,44.8209,2.38939
RSN1203_CHICHI_CHY036-E.AT2.g3,0.27255,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0259549,0.00652265,0.00939082,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.379209708,55.5741,4.59649
RSN1203_CHICHI_CHY036-E.AT2.g3,0.27255,4,0.4,25,5.971173759,12.099405,0.363172583,0.0215414,0.00470129,0.00701884,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.321261853,51.9048,3.93984
RSN1203_CHICHI_CHY036-E.AT2.g3,0.27255,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0204708,0.00389707,0.00604906,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.366465476,48.1559,3.90967
RSN1203_CHICHI_CHY036-E.AT2.g3,0.27255,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0180636,0.00325501,0.00513771,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.454778763,45.4007,4.17782
RSN1204_CHICHI_CHY039-E.AT2.g3,0.1160308,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00653439,0.00207541,0.00281331,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.879766407,-53.6467,-1.80539
RSN1204_CHICHI_CHY039-E.AT2.g3,0.1160308,4,0.4,25,5.971173759,12.099405,0.363172583,0.00662413,0.00191516,0.00266929,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.92643962,-50.0169,-1.86657
RSN1204_CHICHI_CHY039-E.AT2.g3,0.1160308,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00663196,0.00176826,0.0025101,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.957711065,-46.6043,-1.85861
RSN1204_CHICHI_CHY039-E.AT2.g3,0.1160308,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0059397,0.00160249,0.00226856,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.948928129,-43.2373,-1.69285
RSN1205_CHICHI_CHY041-E.AT2.g3,0.3029707,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00839624,0.00219088,0.00304052,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.970615575,-54.3576,-2.22663
RSN1205_CHICHI_CHY041-E.AT2.g3,0.3029707,4,0.4,25,5.971173759,12.099405,0.363172583,0.00837261,0.00195507,0.00286714,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.010571044,-50.5129,-2.243
RSN1205_CHICHI_CHY041-E.AT2.g3,0.3029707,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00810909,0.00180606,0.00268169,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.050299051,-47.1979,-2.26382
RSN1205_CHICHI_CHY041-E.AT2.g3,0.3029707,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00746346,0.00164498,0.00244937,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.091739867,-44.3045,-2.29604
RSN1206_CHICHI_CHY042-E.AT2.g3,0.09953255,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00199905,0.00113663,0.00141355,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.58081334,-44.5385,-0.653284
RSN1206_CHICHI_CHY042-E.AT2.g3,0.09953255,4,0.4,25,5.971173759,12.099405,0.363172583,0.00201878,0.00109488,0.00136985,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.61175678,-43.9341,-0.714912
RSN1206_CHICHI_CHY042-E.AT2.g3,0.09953255,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00202695,0.00104904,0.00132069,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.641507391,-42.3913,-0.758531
RSN1206_CHICHI_CHY042-E.AT2.g3,0.09953255,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00250381,0.00108443,0.00140131,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.670864127,-40.8319,-0.799028
RSN1208_CHICHI_CHY046-E.AT2.g3,0.1452422,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00321194,0.00149621,0.001912,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.611366212,47.3306,0.769198
RSN1208_CHICHI_CHY046-E.AT2.g3,0.1452422,4,0.4,25,5.971173759,12.099405,0.363172583,0.00320313,0.0014232,0.00183177,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.622299273,44.5953,0.750898
RSN1208_CHICHI_CHY046-E.AT2.g3,0.1452422,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00314689,0.00133752,0.00173355,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.629797188,41.8524,0.721797
RSN1208_CHICHI_CHY046-E.AT2.g3,0.1452422,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00301503,0.00124073,0.00161656,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.630879684,39.2375,0.679028
RSN1209_CHICHI_CHY047-N.AT2.g3,0.1813295,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00671289,0.00209047,0.00286791,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.868053078,-53.3584,-1.74819
RSN1209_CHICHI_CHY047-N.AT2.g3,0.1813295,4,0.4,25,5.971173759,12.099405,0.363172583,0.00664798,0.00192177,0.00267859,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.95526988,-50.2984,-1.99572
RSN1209_CHICHI_CHY047-N.AT2.g3,0.1813295,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0063152,0.00174759,0.00245963,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.032458442,-47.3186,-2.19316
RSN1209_CHICHI_CHY047-N.AT2.g3,0.1813295,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00572584,0.00157489,0.00221964,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.103779854,-44.5561,-2.36029
RSN1211_CHICHI_CHY052-N.AT2.g3,0.1538398,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00458286,0.00174632,0.00230526,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.711443194,-49.1838,-1.08242
RSN1211_CHICHI_CHY052-N.AT2.g3,0.1538398,4,0.4,25,5.971173759,12.099405,0.363172583,0.00438615,0.00161558,0.00214561,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.715671975,-46.1328,-1.02738
RSN1211_CHICHI_CHY052-N.AT2.g3,0.1538398,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00460337,0.00154629,0.00208938,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.766197126,-45.1282,-1.15192
RSN1211_CHICHI_CHY052-N.AT2.g3,0.1538398,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0041983,0.00141827,0.00191428,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.754669909,-40.4511,-1.0017
RSN1227_CHICHI_CHY074-E.AT2.g3,0.2338094,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0091715,0.00224654,0.00325489,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.030418866,-53.8112,-2.48424
RSN1227_CHICHI_CHY074-E.AT2.g3,0.2338094,4,0.4,25,5.971173759,12.099405,0.363172583,0.00945695,0.00213028,0.00312866,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.076827356,-50.2418,-2.53309
RSN1227_CHICHI_CHY074-E.AT2.g3,0.2338094,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0111713,0.00215341,0.00333014,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.122723966,-47.2084,-2.58737
RSN1227_CHICHI_CHY074-E.AT2.g3,0.2338094,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0115226,0.00213942,0.00334594,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.16176502,-44.4719,-2.60985
RSN1231_CHICHI_CHY080-E.AT2.g3,0.8092498,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0662523,0.0190604,0.0265946,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,2.144042403,59.3754,11.8677
RSN1231_CHICHI_CHY080-E.AT2.g3,0.8092498,4,0.4,25,5.971173759,12.099405,0.363172583,0.0519806,0.014884,0.0207889,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,2.211409665,-53.9534,-11.4723
RSN1231_CHICHI_CHY080-E.AT2.g3,0.8092498,4,0.4,50,9.829996808,19.46383972,0.356191674,0.045038,0.0135609,0.0187359,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,2.422869772,-49.8498,-12.7238
RSN1231_CHICHI_CHY080-E.AT2.g3,0.8092498,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0481944,0.0152523,0.0208554,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,2.5953166,-46.3087,-13.5624
RSN1234_CHICHI_CHY086-E.AT2.g3,0.1007371,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00521734,0.00181065,0.00242347,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.747315648,-51.656,-1.25436
RSN1234_CHICHI_CHY086-E.AT2.g3,0.1007371,4,0.4,25,5.971173759,12.099405,0.363172583,0.00555526,0.00176145,0.00240761,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.772934226,-48.8983,-1.2702
RSN1234_CHICHI_CHY086-E.AT2.g3,0.1007371,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00559639,0.00162545,0.00226323,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.812151613,-45.6393,-1.3089
RSN1234_CHICHI_CHY086-E.AT2.g3,0.1007371,4,0.4,75,13.06475663,25.50419091,0.349324954,0.043071,0.017122,0.0224378,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,2.338923407,16.3002,3.8772
RSN1235_CHICHI_CHY087-E.AT2.g3,0.1350206,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00343419,0.00151529,0.00195239,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.645622925,-49.4014,-0.895345
RSN1235_CHICHI_CHY087-E.AT2.g3,0.1350206,4,0.4,25,5.971173759,12.099405,0.363172583,0.00329646,0.00140833,0.00182382,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.648717766,-45.8692,-0.839317
RSN1235_CHICHI_CHY087-E.AT2.g3,0.1350206,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00322806,0.0013241,0.00172611,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.646068317,-42.6707,-0.774426
RSN1235_CHICHI_CHY087-E.AT2.g3,0.1350206,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00328232,0.0012623,0.00166365,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.665372552,-40.7961,-0.785311
RSN1236_CHICHI_CHY088-E.AT2.g3,0.1511821,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00492402,0.00181514,0.00241029,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.698784285,50.7177,1.07681
RSN1236_CHICHI_CHY088-E.AT2.g3,0.1511821,4,0.4,25,5.971173759,12.099405,0.363172583,0.00486945,0.00169317,0.00227273,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.713985472,47.1121,1.04425
RSN1236_CHICHI_CHY088-E.AT2.g3,0.1511821,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00470903,0.00156627,0.00212046,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.751643902,44.1424,1.08436
RSN1236_CHICHI_CHY088-E.AT2.g3,0.1511821,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00635493,0.00184021,0.00256394,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.010366083,-43.8647,-1.947
RSN1238_CHICHI_CHY092-N.AT2.g3,0.08440088,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00176062,0.00105887,0.00130786,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.560225238,-41.8079,-0.570528
RSN1238_CHICHI_CHY092-N.AT2.g3,0.08440088,4,0.4,25,5.971173759,12.099405,0.363172583,0.00184349,0.00105112,0.00130675,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.576771129,-41.2058,-0.596017
RSN1238_CHICHI_CHY092-N.AT2.g3,0.08440088,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00170133,0.000966377,0.00120197,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.567811087,-37.9708,-0.532293
RSN1238_CHICHI_CHY092-N.AT2.g3,0.08440088,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00184385,0.000972443,0.00122116,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.583784689,-37.2062,-0.551333
RSN1240_CHICHI_CHY094-N.AT2.g3,0.05292477,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00244444,0.00125355,0.00157802,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.587227143,-45.2913,-0.679079
RSN1240_CHICHI_CHY094-N.AT2.g3,0.05292477,4,0.4,25,5.971173759,12.099405,0.363172583,0.0023993,0.00118163,0.00149566,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.606901134,-43.628,-0.698706
RSN1240_CHICHI_CHY094-N.AT2.g3,0.05292477,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00102467,0.000727033,0.00088173,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.494756508,-26.7931,-0.285167
RSN1240_CHICHI_CHY094-N.AT2.g3,0.05292477,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00110259,0.00073116,0.000893103,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.499955118,27.3734,0.297498
RSN1244_CHICHI_CHY101-E.AT2.g3,0.339658,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0201505,0.00439113,0.00655846,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.211667375,55.3361,3.53239
RSN1244_CHICHI_CHY101-E.AT2.g3,0.339658,4,0.4,25,5.971173759,12.099405,0.363172583,0.0204342,0.00415108,0.00632226,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.283113164,51.6354,3.69633
RSN1244_CHICHI_CHY101-E.AT2.g3,0.339658,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0200116,0.00377557,0.00587627,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.351766298,48.3072,3.83803
RSN1244_CHICHI_CHY101-E.AT2.g3,0.339658,4,0.4,75,13.06475663,25.50419091,0.349324954,0.0119974,0.0022946,0.00355676,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.187825488,44.7001,2.74225
RSN1245_CHICHI_CHY102-E.AT2.g3,0.04137836,4,0.4,5,1.658948118,3.677540555,0.369502395,0.000640917,0.000584013,0.000681296,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.449027941,-20.384,-0.178702
RSN1245_CHICHI_CHY102-E.AT2.g3,0.04137836,4,0.4,25,5.971173759,12.099405,0.363172583,0.0006385,0.000578706,0.000679313,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.451778982,-20.7833,-0.184442
RSN1245_CHICHI_CHY102-E.AT2.g3,0.04137836,4,0.4,50,9.829996808,19.46383972,0.356191674,0.000649263,0.000583996,0.000691686,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.457847359,-21.6215,-0.19707
RSN1245_CHICHI_CHY102-E.AT2.g3,0.04137836,4,0.4,75,13.06475663,25.50419091,0.349324954,0.000679835,0.000579387,0.000690592,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,0.459415486,21.9584,0.201514
RSN1246_CHICHI_CHY104-N.AT2.g3,0.1806784,4,0.4,5,1.658948118,3.677540555,0.369502395,0.0119859,0.00305272,0.00436338,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,1.205513069,-55.8098,-3.52653
RSN1246_CHICHI_CHY104-N.AT2.g3,0.1806784,4,0.4,25,5.971173759,12.099405,0.363172583,0.0118525,0.00273799,0.00402652,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,1.257429664,-51.8602,-3.56529
RSN1246_CHICHI_CHY104-N.AT2.g3,0.1806784,4,0.4,50,9.829996808,19.46383972,0.356191674,0.0112159,0.00239238,0.00359417,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,1.301744996,-48.4416,-3.56914
RSN1246_CHICHI_CHY104-N.AT2.g3,0.1806784,4,0.4,75,13.06475663,25.50419091,0.349324954,0.00971341,0.00201901,0.00305512,43.53840664,27.86471945,0.082597244,2,20.662892,225,24,0.384068544,5.733388746,0.004,0.012492631,0.044052023,1.345215264,-45.5827,-3.58655
RSN1258_CHICHI_HWA005-N.AT2.g3,0.1349873,4,0.4,5,1.658948118,3.677540555,0.369502395,0.00476772,0.00174148,0.00231632,57.90972537,55.3662989,0.106797547,2,20.662892,225,24,0.434457915,6.749259023,0.004,0.016157704,0.051183928,0.722347568,-51.7189,-1.17337
RSN1258_CHICHI_HWA005-N.AT2.g3,0.1349873,4,0.4,25,5.971173759,12.099405,0.363172583,0.00486274,0.00166813,0.00224489,52.47632106,44.7547497,0.097459803,2,20.662892,225,24,0.415407066,6.33047103,0.004,0.014743267,0.048047281,0.742180469,-48.1529,-1.15328
RSN1258_CHICHI_HWA005-N.AT2.g3,0.1349873,4,0.4,50,9.829996808,19.46383972,0.356191674,0.00495401,0.00158688,0.00216452,47.61420402,35.47556196,0.089294485,2,20.662892,225,24,0.39835929,5.990582477,0.004,0.013506681,0.045703393,0.764858802,-44.9234,-1.14269
